year,A1,A2,A3
,label A1,label A2,label A3
1987,49,3364,334
1988,35,3292,286
1989,39,3240,309
1990,46,2800,318
1991,47,2756,418
1992,53,3114,323
1993,53,2851,404
1994,67,2918,474
1995,49,3095,393
1996,49,2990,450
1997,57,2888,361
1998,27,2926,211
1999,44,3245,396
2000,67,3100,450
2001,60,3475,503
2002,42,3035,326
2003,55,2848,408
2004,60,3058,444
2005,45,2921,390
2006,50,3102,354
2007,62,3469,435
2008,53,3445,330
2009,69,3014,491
2010,74,2814,538
2011,61,3329,486
2012,31,2879,238
2013,40,2955,334
2014,37,3469,284
2015,64,3695,393
2016,56,3437,405
2016
2017,70,2948,489
2018,45,2958,385
2019,82,2315,528
2020,77,3066,530
2021,50,2663,440
2022,69,3121,566
2023,76,3113,520
2024,64,2829,528
2025,62,2854,452
2026,72,2695,597
2027,59,2650,443
2028,71,2889,561
2029,53,3059,433
2030,68,3019,535
2031,53,3203,361
2032,78,2654,533
2033,80,2713,559
2034,55,3216,394
2035,76,2681,534
2036,51,2333,340
2037,57,2599,417
2038,68,2936,505
2039,69,2517,523
2040,59,3136,400
2041,82,2689,641
2042,75,2955,534
2043,73,3013,522
2044,68,2892,482
2045,72,2557,504
2046,37,2939,258
