year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,21,2,-87,4,4,-243,57,21,123
1988,12,5,98,3,5,66,67,8,160
1989,7,2,-15,3,4,-190,73,15,127
1990,12,5,-15,4,2,-37,69,2,254
1991,13,5,-7,5,2,-138,58,13,145
1992,13,6,-71,6,5,-160,57,13,216
1993,19,3,-13,5,5,-261,59,13,96
1994,18,4,-64,5,4,-268,54,7,188
1995,7,4,53,5,1,-47,75,24,170
1996,20,2,-55,6,11,-241,60,12,134
1997,14,2,-66,3,10,-233,71,24,122
1998,16,1,-84,5,2,-295,61,18,46
1999,5,2,-16,3,1,-216,79,19,103
2000,16,0,-83,5,5,-257,63,26,149
2001,12,0,-35,3,1,-210,54,18,72
2002,23,1,-57,2,8,-227,43,21,81
2003,21,4,-85,3,0,-107,54,25,116
2004,15,5,-66,4,5,-291,49,14,128
2005,7,1,68,4,0,-53,76,23,139
2006,10,0,14,3,2,-89,72,19,107
2007,4,5,38,4,1,-60,61,8,159
2008,17,1,-109,7,2,-240,62,17,208
2009,10,1,29,7,0,-152,74,14,81
2010,14,2,-31,4,6,-225,70,29,46
2011,20,7,-37,3,6,-102,57,13,198
2012,10,2,-29,3,1,-195,54,17,62
2013,10,1,69,1,0,-35,63,25,87
2014,19,2,-55,3,7,-235,57,24,118
2015,10,1,-11,5,7,-154,77,16,264
2016,21,4,-134,5,1,-301,56,16,127
2016
2017,34,3,-159,5,4,-294,45,14,87
2018,23,0,-166,8,12,-361,47,9,112
2019,25,1,-136,7,1,-351,57,12,100
2020,8,1,-82,8,1,-265,64,18,67
2021,32,1,-116,6,11,-410,49,15,53
2022,35,0,-82,7,13,-326,39,8,76
2023,14,0,-170,9,4,-456,62,2,63
2024,13,6,-179,3,1,-399,55,1,66
2025,28,3,-173,6,6,-422,47,10,137
2026,23,12,-138,4,20,-413,51,9,95
2027,21,0,-100,4,5,-209,53,10,130
2028,18,0,-78,7,10,-302,48,15,102
2029,29,2,-140,7,8,-348,48,10,145
2030,24,2,-120,8,4,-359,53,17,92
2031,14,0,-46,4,10,-300,63,5,58
2032,30,1,-114,7,6,-331,43,20,154
2033,23,0,-113,7,1,-318,53,16,166
2034,28,1,-156,7,4,-404,48,28,44
2035,8,0,-95,5,7,-218,56,17,127
2036,36,8,-39,6,21,-304,40,3,39
2037,28,1,-119,9,13,-279,48,31,244
2038,12,6,-48,6,4,-292,65,12,67
2039,26,0,-150,3,8,-278,55,6,92
2040,38,4,-203,4,14,-365,33,6,99
2041,11,1,-27,1,9,-142,55,7,105
2042,18,0,-74,5,11,-274,44,14,54
2043,17,1,-106,6,7,-283,55,18,169
2044,32,3,-163,7,9,-337,45,6,149
2045,28,0,-135,8,11,-302,58,21,217
2046,38,1,-55,7,9,-246,44,9,43

min,,0
max,,14
steps,,8
decimal
