year,annual-precipitations
1987,740
1988,868
1989,556
1990,714
1991,695
1992,730
1993,776
1994,1021
1995,831
1996,849
1997,809
1998,807
1999,961
2000,979
2001,940
2002,801
2003,820
2004,819
2005,723
2006,885
2007,885
2008,1021
2009,797
2010,887
2011,673
2012,772
2013,1072
2014,1076
2015,771
2016,1106
2017,997
2018,1031
2019,1082
2020,990



