year,annual-average-temperature
1987,11.3
1988,11.8
1989,12.8
1990,12.5
1991,11.6
1992,11.8
1993,11.5
1994,12.8
1995,12.5
1996,11.7
1997,13.1
1998,12.1
1999,12.4
2000,12.5
2001,11.9
2002,12.5
2003,13.1
2004,11.8
2005,11.9
2006,12.8
2007,12.2
2008,11.8
2009,12.4
2010,11.1
2011,13.2
2012,12.1
2013,11.8
2014,13.0
2015,13.0
2016,12.6
2017,12.7
2018,13.3
2019,13.1
2020,13.6

min,10
max,16
steps,7
decimal


