year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.0,13.3,19.6,9.0
1988,6.3,14.2,18.1,8.7
1989,7.3,14.2,19.2,10.3
1990,8.3,14.2,19.7,8.0
1991,6.1,12.5,20.4,7.4
1992,5.5,14.1,18.9,8.5
1993,6.2,14.4,17.5,7.9
1994,7.3,13.8,19.5,10.4
1995,6.7,14.1,18.8,10.2
1996,6.5,14.5,17.6,8.2
1997,7.8,14.8,20.1,9.8
1998,7.7,14.4,19.1,7.3
1999,6.6,14.9,19.9,8.0
2000,6.3,15.1,18.7,9.8
2001,7.7,14.0,18.0,8.0
2002,7.7,14.4,17.5,10.2
2003,6.0,16.5,20.9,8.8
2004,5.6,14.1,18.8,8.5
2005,4.9,15.5,18.8,8.2
2006,5.3,15.2,20.2,10.4
2007,7.5,16.1,17.3,7.6
2008,7.4,14.5,17.7,7.7
2009,5.4,15.2,19.4,9.3
2010,4.4,14.1,18.6,7.2
2011,6.6,16.3,19.1,10.8
2012,5.3,14.5,19.1,9.7
2013,4.8,12.8,20.0,9.4
2014,7.9,14.9,18.4,10.7
2015,5.8,15.9,19.5,10.8
2016,6.8,13.9,20.2,9.6
2017,7.3,16.0,18.6,8.6
2018,5.9,16.0,20.8,10.5
2019,7.1,14.4,20.6,10.2
2020,8.2,16.0,20.3,9.7
