year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,820,669,-73,-334,118,11.1,4092,50,17.6,51
1988,1211,619,365,8,175,11.0,4034,37,17.5,55
1989,974,610,134,-188,158,10.7,3925,24,17.4,39
1990,1074,614,242,-11,126,10.8,3984,32,17.0,32
1991,1048,711,62,-158,132,10.2,3751,31,16.2,57
1992,989,651,113,-160,113,10.8,3989,35,16.7,50
1993,887,773,-194,-368,59,10.5,3887,39,17.5,62
1994,1018,750,-11,-249,63,11.3,4182,50,17.8,41
1995,1087,616,245,-77,259,10.6,3881,37,17.5,54
1996,830,749,-211,-334,-38,10.8,3971,40,18.1,47
1997,924,751,-105,-397,76,11.1,4079,62,19.8,50
1998,744,663,-161,-389,159,11.3,4173,53,18.7,58
1999,850,700,-158,-293,21,10.4,3834,45,18.5,52
2000,838,730,-191,-336,50,10.8,3975,40,17.5,60
2001,804,671,-97,-323,159,11.1,4049,42,17.2,39
2002,1028,689,120,-284,305,11.4,4209,47,17.8,51
2003,904,645,34,-159,77,10.3,3789,43,17.2,69
2004,694,688,-220,-354,28,10.8,3974,50,18.1,64
2005,1080,608,249,-69,154,10.4,3834,27,17.1,44
2006,990,645,116,-154,156,10.9,4035,46,18.7,48
2007,1152,628,311,-86,224,10.3,3796,23,16.4,56
2008,1131,638,266,-194,229,11.0,4040,49,17.9,44
2009,866,617,37,-210,153,10.3,3760,28,16.8,47
2010,770,642,-86,-323,148,10.4,3814,46,18.3,67
2011,977,642,95,-103,135,11.1,4066,48,18.3,60
2012,652,660,-250,-299,76,11.1,4123,33,16.7,44
2013,955,642,89,-94,120,10.3,3784,36,17.4,42
2014,825,699,-108,-284,86,11.3,4160,59,19.3,60
2015,978,652,101,-117,113,10.8,3969,57,19.4,58
2016,840,653,-23,-324,181,10.0,3707,45,17.6,72
2016
2017,845,705,-63,-364,142,11.7,4278,82,19.7,54
2018,772,699,-151,-427,128,12.3,4488,62,18.8,28
2019,631,647,-244,-376,93,11.4,4186,56,17.8,34
2020,683,658,-201,-336,129,11.0,4055,34,17.9,46
2021,770,824,-346,-541,88,12.2,4473,84,19.9,32
2022,652,719,-293,-414,88,12.5,4574,70,19.5,22
2023,604,772,-488,-581,71,12.3,4505,60,19.2,21
2024,624,745,-439,-524,65,11.8,4338,52,18.5,32
2025,733,716,-211,-407,133,12.2,4485,84,20.2,37
2026,733,782,-341,-485,142,12.2,4476,88,21.2,44
2027,878,730,-133,-295,107,11.8,4335,56,18.2,34
2028,757,683,-165,-343,167,12.2,4487,62,20.3,37
2029,959,756,-97,-398,130,11.8,4340,66,19.3,41
2030,682,771,-372,-444,23,11.7,4272,73,19.3,42
2031,813,671,-69,-324,136,11.9,4374,66,20.6,33
2032,827,686,-73,-304,101,11.5,4214,62,18.7,37
2033,800,657,-76,-296,120,11.5,4221,51,17.6,36
2034,677,685,-233,-492,139,11.4,4188,61,18.9,51
2035,968,666,70,-269,114,12.1,4423,59,19.1,27
2036,920,732,-32,-397,199,12.7,4671,92,21.4,35
2037,942,711,8,-223,118,11.6,4259,78,19.9,62
2038,897,668,8,-374,248,11.3,4144,42,18.3,46
2039,634,691,-303,-424,152,12.3,4510,64,19.1,24
2040,817,731,-134,-420,160,12.5,4577,76,19.8,30
2041,888,696,-24,-208,150,11.8,4338,62,20.2,32
2042,981,708,40,-345,268,12.5,4588,59,19.4,33
2043,896,670,-10,-283,157,11.4,4167,52,18.9,49
2044,769,705,-184,-367,89,12.8,4691,76,19.6,22
2045,867,691,-66,-277,86,12.1,4436,75,19.4,41
2046,925,700,4,-268,132,12.7,4632,74,19.7,24

min,525,550,,,,9,3500,10,15
max,1275,950,,,,15,5500,100,22
steps,11,9,,,,7,11,10,8
decimal



