year,annual-frozen-days
1987,52
1988,38
1989,34
1990,41
1991,48
1992,35
1993,42
1994,23
1995,35
1996,40
1997,36
1998,44
1999,37
2000,27
2001,43
2002,15
2003,48
2004,52
2005,74
2006,56
2007,41
2008,36
2009,52
2010,74
2011,32
2012,51
2013,38
2014,9
2015,29
2016,14
2017,32
2018,27
2019,15
2020,4
