year,annual-hydric-deficit
1987,232
1988,-44
1989,198
1990,150
1991,216
1992,-113
1993,52
1994,54
1995,45
1996,-32
1997,176
1998,336
1999,70
2000,22
2001,138
2002,-121
2003,-40
2004,186
2005,-30
2006,-145
2007,65
2008,20
2009,81
2010,242
2011,79
2012,274
2013,-15
2014,33
2015,-58
2016,148
