year,annual-estival-days
1987,5
1988,20
1989,21
1990,8
1991,17
1992,36
1993,8
1994,28
1995,32
1996,29
1997,42
1998,11
1999,35
2000,11
2001,25
2002,47
2003,26
2004,14
2005,26
2006,47
2007,31
2008,18
2009,17
2010,43
2011,34
2012,14
2013,38
2014,40
2015,23
2016,30
