year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,19,1,-72,5,1,-199,33,53,60
1988,19,0,-60,6,2,-77,31,15,90
1989,11,0,-70,5,0,-207,37,45,48
1990,13,0,-90,5,0,-69,35,48,57
1991,5,3,23,5,1,-91,40,39,55
1992,20,0,-74,6,2,-189,30,63,16
1993,4,0,-232,6,0,-331,40,62,69
1994,24,0,-137,4,2,-241,19,50,58
1995,14,0,-89,4,0,-217,34,61,18
1996,24,0,-201,1,2,-298,24,32,50
1997,13,0,-201,2,1,-203,32,77,69
1998,9,2,-28,3,0,-94,45,43,95
1999,19,0,-229,4,1,-247,25,54,62
2000,13,0,-121,2,0,-162,47,41,60
2001,33,1,-133,4,1,-143,27,66,104
2002,15,0,-154,5,2,-264,32,57,42
2003,16,1,-9,4,1,-133,39,36,10
2004,10,0,-117,0,2,-158,43,54,94
2005,22,0,-108,1,0,-184,20,46,68
2006,9,1,-119,3,1,-202,30,62,67
2007,14,0,-168,5,0,-252,28,54,28
2008,17,0,-70,2,1,-122,34,65,79
2009,4,3,-140,3,0,-86,45,55,69
2010,15,0,-167,3,0,-278,29,47,52
2011,15,0,-86,3,0,-183,24,43,71
2012,15,0,-141,2,0,-136,33,35,93
2013,27,0,-102,5,4,-315,32,65,21
2014,13,0,-154,2,1,-199,41,42,64
2015,26,0,-66,2,1,-9,26,64,128
2016,9,0,-172,2,0,-275,29,48,61
2016
2017,17,0,-124,7,1,-177,30,35,34
2018,21,0,-229,2,3,-265,31,45,76
2019,16,0,-225,2,0,-204,28,41,84
2020,16,0,-133,1,1,-214,33,39,80
2021,18,1,-285,6,0,-397,18,43,46
2022,15,0,-86,5,1,-171,31,53,57
2023,10,0,-151,0,0,-162,39,34,126
2024,16,0,-177,1,0,-263,38,46,93
2025,21,0,-100,4,0,-158,30,57,54
2026,14,0,-193,5,0,-195,40,49,63
2027,18,0,-169,3,1,-269,27,35,87
2028,11,0,-63,4,0,-157,31,49,98
2029,29,0,-202,5,2,-337,18,38,95
2030,16,0,-226,0,1,-191,35,53,120
2031,13,0,-164,1,0,-152,30,30,96
2032,36,0,-163,4,1,-259,11,44,60
2033,20,1,-199,3,2,-284,38,53,105
2034,29,0,-57,5,2,-169,27,47,70
2035,12,0,-170,4,0,-256,17,54,60
2036,16,0,-99,4,1,-94,41,43,129
2037,33,0,-237,5,3,-288,9,36,49
2038,20,0,-110,5,1,-99,27,53,85
2039,12,0,-170,6,0,-211,34,47,64
2040,18,0,-80,3,3,-149,36,41,75
2041,38,0,-150,4,2,-179,21,39,122
2042,24,0,-166,4,0,-197,22,39,59
2043,33,0,-112,2,3,-188,19,36,87
2044,24,0,-155,4,0,-198,30,36,38
2045,25,0,-164,3,1,-146,34,51,132
2046,20,0,-129,6,4,-263,29,34,11
