year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,38,-52,67,179
1988,41,-170,3,82
1989,27,-60,18,213
1990,81,-105,9,166
1991,59,81,-42,119
1992,73,-130,-157,101
1993,78,-206,65,115
1994,94,-35,-152,147
1995,131,-54,-91,59
1996,61,-74,-143,123
1997,55,27,-116,211
1998,103,-6,98,140
1999,117,-87,-102,142
2000,99,-162,7,77
2001,89,-34,-52,135
2002,105,-161,-193,129
2003,8,-113,-80,145
2004,79,-125,55,177
2005,55,-16,-124,55
2006,38,-193,-158,168
2007,114,-134,-53,138
2008,114,-191,-73,169
2009,108,-159,-59,191
2010,85,-38,54,141
2011,87,-109,37,64
2012,96,-36,5,209
2013,42,-91,-69,104
2014,62,-68,-77,116
2015,90,-91,-137,80
2016,103,-147,20,172
