year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-8.0,10.0,14.0,2.1
1988,-2.3,12.1,16.2,0.3
1989,2.2,12.1,15.7,1.8
1990,2.2,11.6,14.4,2.7
1991,-1.8,10.5,16.2,2.9
1992,0.1,11.4,16.8,1.1
1993,-1.4,11.5,13.6,0.4
1994,-3.9,10.9,16.8,1.5
1995,0.0,12.1,15.7,0.1
1996,-7.0,11.5,14.7,1.8
1997,-1.4,10.5,16.6,1.0
1998,-0.3,12.5,14.6,-0.7
1999,-2.2,12.8,16.3,2.3
2000,-0.3,12.6,14.2,5.1
2001,-2.0,11.6,17.0,1.0
2002,0.6,12.8,17.2,-1.4
2003,-3.8,10.9,16.5,2.8
2004,-3.0,10.5,15.7,2.8
2005,-4.0,11.2,16.5,2.7
2006,-5.9,11.6,18.0,5.9
2007,-1.1,12.2,16.3,3.0
2008,1.0,11.8,15.9,3.8
2009,-2.4,11.7,16.2,1.9
2010,-6.1,12.3,17.8,0.2
2011,-4.2,13.0,17.1,4.5
2012,-3.5,11.4,16.4,2.1
2013,-5.0,13.1,16.2,4.8
2014,-0.3,12.2,17.2,2.6
2015,1.1,11.1,16.6,4.1
2016,-1.6,12.8,16.4,1.9
