year,annual-frozen-days
1987,40
1988,52
1989,35
1990,32
1991,34
1992,50
1993,43
1994,34
1995,18
1996,13
1997,8
1998,28
1999,47
2000,27
2001,25
2002,8
2003,27
2004,25
2005,59
2006,31
2007,46
2008,24
2009,31
2010,28
2011,24
2012,45
2013,37
2014,3
2015,28
2016,22
