year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,7.2,17.1,23.9,10.1
1988,7.8,15.2,23.2,9.7
1989,7.6,16.1,23.9,11.8
1990,8.6,15.9,23.8,9.5
1991,7.2,16.4,24.6,9.4
1992,6.8,16.2,23.4,9.9
1993,7.2,16.2,22.9,9.0
1994,8.4,17.2,24.4,11.0
1995,9.0,18.1,23.3,12.6
1996,8.1,17.3,22.3,10.9
1997,10.0,17.3,23.3,11.5
1998,9.8,16.5,24.5,9.9
1999,7.8,18.3,24.4,9.8
2000,8.6,17.4,24.0,10.7
2001,9.6,18.3,24.3,10.0
2002,9.0,17.6,23.3,11.6
2003,7.8,18.9,24.9,10.7
2004,8.3,16.8,24.4,10.6
2005,6.7,19.1,24.3,10.1
2006,7.6,19.3,24.8,11.8
2007,7.8,16.4,23.5,9.5
2008,9.2,16.9,23.6,9.6
2009,7.3,17.9,24.0,11.7
2010,7.3,17.2,25.0,10.0
2011,7.7,19.0,24.4,11.4
2012,7.3,18.3,24.6,10.9
2013,7.5,16.1,24.7,10.8
2014,9.3,18.9,24.4,12.5
2015,8.0,19.3,25.1,12.2
2016,8.1,17.3,25.2,11.4
