year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,23,114,3
1988,28,109,3
1989,42,101,3
1990,26,108,4
1991,39,112,4
1992,26,121,4
1993,38,111,5
1994,31,109,4
1995,47,113,2
1996,29,118,3
1997,44,115,4
1998,30,114,4
1999,33,119,4
2000,34,102,3
2001,22,109,4
2002,32,106,3
2003,27,111,3
2004,29,111,4
2005,30,9,4
2006,37,107,4
2007,31,99,4
2008,40,113,3
2009,41,110,3
2010,36,110,4
2011,18,103,4
2012,23,102,4
2013,29,102,4
2014,17,108,3
2015,42,118,4
2016,35,117,3
2016
2017,30,93,4
2018,28,106,4
2019,42,109,3
2020,20,105,4
2021,21,109,4
2022,28,103,3
2023,25,107,4
2024,33,116,4
2025,28,114,3
2026,25,109,3
2027,36,109,4
2028,38,108,3
2029,31,99,3
2030,36,101,4
2031,24,104,3
2032,30,116,3
2033,26,110,3
2034,27,95,4
2035,43,106,3
2036,26,104,3
2037,24,91,4
2038,29,116,2
2039,28,115,4
2040,33,109,4
2041,19,109,4
2042,25,112,4
2043,27,105,4
2044,26,112,4
2045,27,117,4
2046,28,102,3
