year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2790,15,-886,0
1988,2571,13,-867,0
1989,2616,15,-865,0
1990,2631,14,-972,0
1991,2716,13,-911,0
1992,2591,14,-865,1
1993,2546,13,-953,3
1994,2630,15,-901,0
1995,2524,13,-829,0
1996,2697,15,-934,1
1997,2541,13,-858,0
1998,2816,15,-955,1
1999,2689,15,-984,0
2000,2613,11,-885,0
2001,2527,14,-945,2
2002,2746,14,-882,0
2003,2626,14,-863,0
2004,2715,14,-946,0
2005,2723,15,-924,0
2006,2601,13,-961,0
2007,2751,14,-924,0
2008,2705,16,-931,0
2009,2628,15,-905,0
2010,2774,15,-965,0
2011,2589,16,-888,1
2012,2708,16,-901,0
2013,2429,14,-894,0
2014,2701,15,-959,0
2015,2651,14,-901,0
2016,2599,13,-881,0
2016
2017,3106,16,-1026,0
2018,2679,14,-845,0
2019,2930,14,-1027,0
2020,2864,15,-893,0
2021,2907,16,-969,0
2022,2847,16,-927,0
2023,2691,13,-947,1
2024,2846,16,-999,0
2025,2608,14,-873,2
2026,3246,18,-1080,0
2027,2661,16,-955,0
2028,2775,17,-903,0
2029,2736,17,-859,0
2030,3055,15,-1079,0
2031,2731,16,-862,0
2032,2541,15,-835,0
2033,2857,16,-944,0
2034,3100,16,-1012,0
2035,2766,14,-799,0
2036,2719,14,-906,0
2037,3099,17,-1013,0
2038,3053,15,-984,1
2039,2967,16,-915,0
2040,2781,15,-914,0
2041,2798,14,-881,1
2042,2592,12,-865,2
2043,2886,16,-907,0
2044,2791,16,-905,0
2045,2972,15,-945,1
2046,2892,15,-879,0
