year,annual-average-temperature
1987,14.6
1988,14.0
1989,14.9
1990,14.5
1991,14.4
1992,14.1
1993,13.9
1994,15.3
1995,15.8
1996,14.7
1997,15.6
1998,15.2
1999,15.1
2000,15.2
2001,15.6
2002,15.4
2003,15.6
2004,15.0
2005,15.1
2006,15.9
2007,14.3
2008,14.9
2009,15.3
2010,14.9
2011,15.7
2012,15.3
2013,14.8
2014,16.3
2015,16.2
2016,15.5

min,12
max,17
steps,11
decimal,1
