year,annual-estival-days
1987,112
1988,114
1989,100
1990,113
1991,104
1992,93
1993,121
1994,129
1995,115
1996,104
1997,95
1998,119
1999,131
2000,111
2001,121
2002,109
2003,114
2004,113
2005,101
2006,97
2007,107
2008,124
2009,105
2010,141
2011,108
2012,144
2013,130
2014,125
2015,124
2016,147
