year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,9,0,-418,5,0,-763,27,0,11
1988,13,0,-536,5,0,-807,14,0,1
1989,5,0,-447,3,0,-757,32,0,19
1990,5,0,-537,3,0,-754,14,0,24
1991,3,0,-625,5,0,-865,15,0,8
1992,5,0,-464,7,1,-674,18,0,38
1993,1,0,-520,7,6,-902,21,0,35
1994,9,0,-612,3,13,-810,11,0,15
1995,17,0,-603,0,0,-926,9,0,3
1996,5,0,-675,4,0,-967,10,0,11
1997,0,0,-428,2,1,-651,28,0,26
1998,10,0,-622,6,0,-891,32,0,3
1999,10,0,-622,5,0,-883,14,0,33
2000,4,0,-473,5,1,-745,19,0,0
2001,2,0,-504,6,3,-847,24,0,5
2002,1,0,-398,3,0,-706,10,0,9
2003,4,0,-483,4,0,-736,21,0,7
2004,5,0,-526,0,1,-820,29,0,0
2005,4,0,-544,3,2,-766,25,0,1
2006,6,0,-429,6,0,-697,14,0,2
2007,8,0,-551,6,3,-784,21,0,7
2008,8,0,-617,7,4,-821,19,0,0
2009,5,0,-480,5,0,-701,25,0,0
2010,12,0,-573,0,2,-845,21,0,1
2011,5,0,-554,3,0,-809,17,0,62
2012,9,0,-568,4,0,-785,19,0,14
2013,4,0,-589,1,1,-774,9,0,13
2014,7,0,-422,2,5,-858,33,0,9
2015,2,0,-505,0,2,-796,25,0,1
2016,4,0,-500,4,2,-733,26,0,14
2016
2017,13,0,-549,10,4,-820,21,0,9
2018,14,0,-532,7,4,-820,17,0,0
2019,6,0,-531,10,0,-735,20,0,0
2020,1,0,-554,12,3,-836,18,0,4
2021,4,0,-688,6,6,-928,19,0,5
2022,8,0,-489,5,2,-745,13,0,27
2023,1,0,-488,7,2,-817,15,0,16
2024,3,0,-554,8,1,-869,18,0,7
2025,1,0,-503,9,5,-728,29,0,0
2026,7,0,-583,7,0,-810,28,0,9
2027,8,0,-543,7,0,-860,22,0,24
2028,5,0,-406,7,1,-719,30,0,1
2029,3,0,-533,6,0,-855,17,0,1
2030,11,0,-751,10,0,-936,2,0,9
2031,4,0,-563,6,0,-714,2,0,10
2032,5,0,-451,7,1,-760,14,0,6
2033,7,0,-438,4,0,-783,31,0,7
2034,3,0,-526,11,0,-786,20,0,1
2035,11,0,-569,8,4,-818,19,0,20
2036,0,0,-426,7,0,-716,18,0,8
2037,3,0,-510,6,0,-773,21,0,1
2038,10,0,-564,6,3,-791,19,0,23
2039,3,0,-529,7,0,-808,20,0,0
2040,11,0,-556,9,1,-810,16,0,0
2041,5,0,-565,6,3,-766,20,0,8
2042,11,0,-493,6,0,-744,23,0,1
2043,5,0,-564,3,7,-816,14,0,0
2044,2,0,-461,4,7,-752,17,0,3
2045,4,0,-525,2,5,-810,14,0,5
2046,15,0,-510,7,4,-846,10,0,10

min,,,,0,,,0
max,,,,12,,,60
steps,,,,13,,,11
decimals
