year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,14,9,4
1988,17,95,4
1989,25,94,3
1990,14,89,3
1991,0,90,4
1992,15,97,4
1993,17,91,3
1994,0,89,3
1995,16,93,2
1996,14,85,4
1997,17,102,3
1998,17,89,4
1999,17,81,4
2000,16,94,4
2001,14,89,5
2002,17,92,3
2003,17,9,4
2004,14,85,2
2005,16,92,3
2006,18,87,4
2007,16,92,4
2008,18,87,4
2009,17,93,3
2010,0,87,3
2011,14,92,3
2012,18,99,4
2013,15,88,3
2014,18,88,3
2015,19,95,2
2016,17,91,4
2016
2017,17,88,3
2018,14,88,4
2019,15,86,3
2020,15,88,4
2021,14,85,4
2022,14,89,4
2023,14,88,3
2024,18,91,4
2025,20,90,4
2026,15,86,4
2027,15,83,4
2028,0,85,4
2029,0,88,4
2030,14,84,4
2031,16,88,4
2032,0,81,4
2033,0,90,4
2034,15,85,4
2035,17,88,4
2036,14,92,4
2037,14,90,4
2038,16,83,5
2039,15,89,4
2040,0,84,4
2041,17,83,4
2042,14,89,4
2043,15,93,3
2044,16,92,4
2045,14,87,3
2046,0,87,4
