year,annual-hydric-deficit
1987,-1037
1988,-1097
1989,-989
1990,-1333
1991,-988
1992,-1111
1993,-827
1994,-816
1995,-1154
1996,-700
1997,-798
1998,-977
1999,-1017
2000,-906
2001,-787
2002,-946
2003,-416
2004,-976
2005,-1038
2006,-559
2007,-955
2008,-986
2009,-712
2010,-887
2011,-562
2012,-753
2013,-918
2014,-702
2015,-498
2016,-1001
