year,annual-precipitations
1987,508
1988,429
1989,494
1990,268
1991,499
1992,410
1993,719
1994,701
1995,380
1996,777
1997,671
1998,548
1999,517
2000,551
2001,722
2002,501
2003,1043
2004,515
2005,461
2006,894
2007,485
2008,486
2009,718
2010,666
2011,783
2012,760
2013,624
2014,749
2015,834
2016,445
