year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,27,-369,-662,-33
1988,15,-456,-607,-49
1989,10,-434,-569,4
1990,-153,-488,-574,-119
1991,-14,-399,-587,12
1992,57,-480,-562,-125
1993,118,-397,-592,44
1994,83,-497,-571,169
1995,-3,-496,-560,-96
1996,247,-488,-530,70
1997,190,-452,-563,27
1998,7,-478,-585,79
1999,1,-504,-511,-2
2000,22,-459,-559,90
2001,-56,-422,-563,255
2002,-19,-452,-491,17
2003,377,-375,-563,144
2004,12,-457,-564,33
2005,50,-477,-548,-63
2006,122,-460,-535,314
2007,-19,-396,-562,21
2008,-33,-438,-516,1
2009,98,-361,-488,39
2010,-46,-469,-557,185
2011,179,-278,-533,70
2012,301,-477,-581,3
2013,-30,-437,-556,106
2014,26,-454,-487,213
2015,351,-320,-489,-41
2016,-62,-465,-518,44
