year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2681,19,-973,0
1988,2708,19,-1057,0
1989,2574,18,-986,0
1990,2693,19,-1042,0
1991,2540,18,-1157,0
1992,2670,18,-904,0
1993,2766,19,-1124,0
1994,2992,20,-1121,0
1995,2804,18,-1243,0
1996,2813,19,-1254,0
1997,2541,18,-870,0
1998,2603,19,-1196,0
1999,2726,18,-1104,0
2000,2769,20,-1007,0
2001,2603,19,-1155,0
2002,2715,21,-971,0
2003,2603,19,-1024,0
2004,2619,19,-1060,0
2005,2567,18,-1006,0
2006,2509,19,-979,0
2007,2699,19,-1045,0
2008,2786,19,-1071,0
2009,2489,19,-969,0
2010,2767,19,-1092,0
2011,2635,18,-993,0
2012,2723,19,-1034,0
2013,2750,20,-1031,0
2014,2688,18,-1069,0
2015,2650,19,-1041,0
2016,2681,20,-1020,0
2016
2017,2796,19,-1084,0
2018,2831,19,-1072,0
2019,2673,20,-955,0
2020,2709,18,-1048,0
2021,2793,20,-1267,0
2022,2801,19,-928,0
2023,2674,19,-1078,0
2024,2695,20,-1191,0
2025,2666,19,-941,0
2026,2614,20,-1109,0
2027,2673,19,-1090,0
2028,2646,21,-916,0
2029,2712,20,-1106,0
2030,2965,21,-1306,0
2031,2838,19,-1001,0
2032,2735,20,-1028,0
2033,2673,21,-1004,0
2034,2720,19,-1042,0
2035,2804,19,-1056,0
2036,2562,19,-872,0
2037,2706,20,-978,0
2038,2743,19,-1015,0
2039,2769,21,-1065,0
2040,2785,20,-1025,0
2041,2649,19,-1040,0
2042,2618,19,-1017,0
2043,2823,20,-1104,0
2044,2687,19,-1022,0
2045,2749,19,-1059,0
2046,2874,19,-1109,0

min,1600,10
max,3400,22
steps,10,13
decimals
