year,annual-frozen-days
1987,53
1988,51
1989,47
1990,42
1991,62
1992,28
1993,24
1994,18
1995,41
1996,36
1997,46
1998,47
1999,40
2000,43
2001,41
2002,22
2003,46
2004,58
2005,72
2006,57
2007,50
2008,43
2009,44
2010,63
2011,37
2012,50
2013,37
2014,8
2015,31
2016,18
