year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,927,648,12,-273,211,13.9,5067,65,20.6,25
1988,845,722,-123,-467,229,14.0,5096,86,21.2,16
1989,973,695,16,-272,131,13.6,4981,72,19.7,23
1990,1028,697,65,-223,81,13.0,4796,71,20.6,47
1991,947,759,-132,-283,59,13.3,4880,65,20.8,36
1992,1142,622,265,-117,217,13.1,4785,63,20.3,25
1993,1032,744,-17,-386,148,13.5,4930,83,20.4,30
1994,776,729,-268,-418,102,13.0,4769,65,19.9,36
1995,921,642,17,-272,160,12.9,4712,68,19.8,38
1996,1161,738,119,-311,183,12.9,4728,59,20.1,35
1997,849,751,-193,-451,86,13.0,4758,66,19.7,33
1998,822,677,-115,-268,125,13.4,4911,67,21.0,30
1999,912,793,-213,-436,72,13.7,4987,73,20.0,17
2000,966,759,-97,-390,205,13.0,4736,71,19.9,41
2001,862,636,-27,-184,81,13.1,4773,66,19.5,26
2002,977,662,61,-235,249,13.4,4913,72,21.4,21
2003,1107,618,250,-256,228,12.2,4484,59,19.0,41
2004,1027,690,73,-210,71,13.2,4816,66,19.4,33
2005,986,653,78,-243,233,13.0,4752,62,19.5,18
2006,868,708,-96,-304,122,14.2,5193,91,22.0,32
2007,945,670,16,-244,192,12.9,4715,72,19.6,42
2008,870,630,-4,-251,97,13.5,4948,66,20.1,18
2009,971,672,42,-281,245,13.7,4986,76,20.6,32
2010,1093,679,150,-300,219,13.8,5049,64,19.9,10
2011,974,654,65,-244,154,12.9,4723,73,20.6,39
2012,1042,643,131,-243,360,13.7,5015,74,19.9,22
2013,831,636,-55,-211,84,12.7,4631,61,18.7,40
2014,824,660,-102,-220,0,13.5,4932,67,18.8,31
2015,917,649,18,-127,-4,12.6,4617,54,19.9,40
2016,1145,660,243,-178,226,13.2,4806,69,19.5,30
2016
2017,849,673,-89,-333,186,14.4,5257,84,20.1,17
2018,867,679,-101,-371,142,15.1,5523,99,21.0,10
2019,743,739,-240,-481,135,14.8,5395,118,22.0,11
2020,766,682,-160,-439,187,13.8,5051,80,19.9,27
2021,660,788,-452,-546,61,14.1,5132,98,21.4,22
2022,742,699,-234,-380,91,14.2,5182,103,21.2,21
2023,639,819,-537,-536,-71,14.3,5222,96,21.2,17
2024,701,756,-350,-520,76,14.0,5126,101,20.2,17
2025,681,690,-278,-296,52,14.8,5419,104,21.5,9
2026,656,751,-411,-512,44,13.9,5085,78,20.2,19
2027,802,747,-276,-416,67,14.2,5169,104,22.0,23
2028,799,689,-154,-393,120,14.4,5277,102,21.5,17
2029,673,799,-469,-380,-53,14.6,5324,93,20.8,14
2030,583,735,-475,-462,62,14.7,5361,83,20.7,10
2031,844,661,-104,-306,188,15.5,5669,101,21.8,5
2032,810,676,-123,-304,172,14.2,5182,89,21.8,22
2033,873,671,-69,-412,270,14.6,5326,92,21.2,17
2034,770,697,-187,-399,153,14.2,5184,103,22.1,21
2035,900,762,-124,-449,185,15.1,5520,115,22.5,6
2036,722,733,-251,-436,86,14.4,5271,106,22.1,19
2037,803,696,-169,-368,119,15.0,5472,94,21.4,15
2038,624,729,-378,-462,55,15.2,5564,126,22.1,17
2039,605,706,-372,-428,16,14.2,5186,98,20.1,25
2040,756,697,-209,-381,87,14.4,5279,94,20.8,24
2041,753,680,-187,-330,190,13.7,5000,100,20.8,24
2042,771,654,-156,-319,69,14.1,5143,92,20.4,12
2043,644,731,-340,-492,164,14.6,5342,104,20.7,19
2044,850,751,-159,-423,171,15.2,5578,103,21.7,4
2045,851,698,-102,-402,223,14.3,5217,97,21.5,23
2046,773,685,-148,-380,149,14.1,5139,92,22.2,15
