year,annual-precipitations
1987,823
1988,926
1989,742
1990,1034
1991,968
1992,1293
1993,1093
1994,832
1995,891
1996,820
1997,891
1998,852
1999,997
2000,1165
2001,769
2002,784
2003,850
2004,846
2005,756
2006,778
2007,787
2008,992
2009,957
2010,833
2011,645
2012,783
2013,1076
2014,1019
2015,745
2016,806
