year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,16,0,-93,6,16,-275,45,5,115
1988,33,1,-169,9,17,-376,36,4,70
1989,38,3,-91,9,9,-249,29,6,176
1990,24,2,-15,6,10,-221,35,23,162
1991,10,1,-103,5,18,-191,39,23,164
1992,13,0,-20,6,16,-140,54,13,175
1993,31,3,-109,5,9,-331,38,5,83
1994,19,2,-171,9,6,-364,37,8,97
1995,21,1,-126,8,3,-242,55,12,145
1996,18,0,-97,6,7,-284,44,12,120
1997,26,3,-148,9,8,-353,37,3,116
1998,20,0,-13,5,11,-197,50,7,85
1999,35,1,-100,2,17,-309,36,3,65
2000,25,2,-79,4,10,-278,45,10,101
2001,23,2,-113,4,2,-168,35,4,97
2002,21,0,-44,6,18,-191,54,8,172
2003,16,6,-22,4,0,-210,59,3,72
2004,26,1,-32,5,8,-175,37,12,156
2005,27,1,-160,6,2,-292,53,2,141
2006,29,0,-71,5,20,-295,35,9,69
2007,28,3,-81,5,4,-193,42,6,145
2008,31,0,-56,6,8,-190,51,4,111
2009,25,3,-111,7,14,-230,48,8,157
2010,17,0,-82,6,6,-249,46,6,135
2011,20,1,-84,2,12,-174,47,9,79
2012,21,0,-33,6,5,-145,41,4,135
2013,27,3,-111,5,6,-202,45,6,177
2014,29,7,-120,4,4,-207,30,6,169
2015,15,1,14,2,7,-125,58,13,150
2016,29,2,-52,6,8,-279,45,7,149
2016
2017,41,0,-173,6,7,-356,36,5,57
2018,36,0,-108,6,7,-209,35,5,142
2019,50,0,-160,8,20,-376,21,2,86
2020,39,0,-162,7,6,-370,27,5,45
2021,39,0,-195,4,21,-455,35,9,108
2022,38,0,-180,8,15,-415,39,8,162
2023,44,0,-243,7,21,-476,35,3,144
2024,44,0,-218,7,7,-436,34,2,84
2025,35,0,-107,4,15,-275,47,2,175
2026,35,0,-143,7,12,-401,27,5,57
2027,24,0,-158,6,16,-396,45,17,135
2028,37,2,-125,8,13,-365,34,4,40
2029,42,0,-173,6,13,-324,26,4,208
2030,32,0,-204,8,6,-401,38,0,66
2031,28,0,-112,7,16,-328,43,3,117
2032,33,0,-103,6,16,-301,48,2,138
2033,28,0,-130,9,7,-348,31,5,102
2034,33,6,-87,8,23,-354,40,2,83
2035,46,0,-142,5,32,-415,25,3,114
2036,46,0,-174,7,27,-397,28,3,91
2037,41,1,-185,8,21,-383,27,5,76
2038,37,1,-187,5,18,-414,38,0,78
2039,46,1,-156,7,5,-344,25,0,86
2040,49,0,-160,8,24,-334,22,21,128
2041,42,1,-146,6,12,-332,44,3,140
2042,35,0,-117,7,9,-307,44,2,119
2043,45,1,-256,7,20,-477,26,6,63
2044,39,0,-158,8,28,-412,24,3,137
2045,44,0,-197,7,12,-395,31,4,98
2046,32,0,-139,7,24,-417,48,4,104
