year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1979,13,-273,1
1988,2180,13,-467,0
1989,2064,12,-272,2
1990,2033,13,-223,0
1991,2027,13,-283,0
1992,1887,13,-117,0
1993,2073,13,-386,1
1994,1930,12,-418,1
1995,1840,12,-272,0
1996,1897,13,-311,2
1997,1968,12,-451,0
1998,2005,12,-268,1
1999,2081,12,-436,1
2000,1967,11,-390,0
2001,1941,13,-184,0
2002,2039,13,-235,0
2003,1707,11,-256,2
2004,2004,11,-210,0
2005,2004,12,-243,0
2006,2268,15,-304,1
2007,1948,12,-244,2
2008,1853,12,-251,0
2009,2009,13,-281,1
2010,1891,13,-300,0
2011,1940,12,-244,3
2012,1949,12,-243,0
2013,1839,11,-211,0
2014,1887,11,-220,3
2015,1735,13,-127,2
2016,1929,11,-178,0
2016
2017,2093,13,-333,0
2018,2170,15,-371,0
2019,2448,15,-481,0
2020,2089,13,-439,0
2021,2205,13,-546,1
2022,2144,14,-380,3
2023,2252,12,-536,0
2024,2100,13,-520,0
2025,2091,14,-296,1
2026,2117,13,-512,0
2027,2101,13,-416,1
2028,2207,13,-393,1
2029,2208,14,-380,0
2030,2065,13,-462,0
2031,2182,15,-306,0
2032,2067,14,-304,6
2033,2184,14,-412,0
2034,2213,15,-399,0
2035,2428,15,-449,0
2036,2428,15,-436,0
2037,2228,13,-368,1
2038,2320,16,-462,0
2039,2197,12,-428,0
2040,2327,12,-381,0
2041,2080,12,-330,3
2042,1903,13,-319,1
2043,2304,13,-492,0
2044,2352,14,-423,0
2045,2268,14,-402,0
2046,2147,13,-380,3

min,1200,8,,0
max,2700,18,,8
steps,11,11,,9
decimal



