year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,82,-86,-116,123
1988,265,30,-207,-4
1989,64,-50,-261,24
1990,58,-8,-253,391
1991,100,-55,-69,214
1992,4,-36,79,384
1993,-102,31,6,297
1994,47,-94,-143,185
1995,245,-221,-116,104
1996,67,-191,-48,161
1997,-44,-65,-53,181
1998,-16,-42,-24,111
1999,84,-86,-46,231
2000,68,7,-180,430
2001,241,-150,-204,0
2002,8,-101,-144,163
2003,121,-176,-241,190
2004,114,-185,-145,198
2005,3,-96,-223,174
2006,74,-192,-110,78
2007,162,-88,-160,61
2008,151,-30,-157,220
2009,157,-127,-204,231
2010,85,-130,-245,237
2011,-9,-243,-167,148
2012,-40,38,-291,170
2013,206,128,-267,161
2014,252,-145,-108,132
2015,191,-142,-192,-26
2016,284,-134,-300,55
