year,F1,F3,M4
,label F1,label F3,label M4
1987,26,108,3
1988,26,107,6
1989,26,110,3
1990,32,110,5
1991,28,106,1
1992,39,103,2
1993,27,117,4
1994,39,110,7
1995,36,112,5
1996,46,111,2
1997,44,113,7
1998,33,112,2
1999,37,107,2
2000,42,116,3
2001,30,112,2
2002,35,108,5
2003,39,128,2
2004,33,110,3
2005,34,111,5
2006,26,110,5
2007,29,117,2
2008,38,108,1
2009,20,116,3
2010,20,101,1
2011,40,115,2
2012,29,105,1
2013,44,123,1
2014,26,114,0
2015,26,124,0
2016,37,110,4
2016
2017,28,99,4
2018,19,99,4
2019,23,111,5
2020,36,106,5
2021,27,108,4
2022,23,106,4
2023,20,102,5
2024,25,115,3
2025,17,100,1
2026,29,106,7
2027,24,106,1
2028,19,113,6
2029,20,94,3
2030,23,98,2
2031,18,92,3
2032,29,113,2
2033,29,98,5
2034,20,117,5
2035,26,100,6
2036,31,106,4
2037,18,106,3
2038,26,106,4
2039,35,108,4
2040,19,93,4
2041,37,114,3
2042,17,108,5
2043,19,105,6
2044,22,93,5
2045,23,112,5
2046,19,112,5
