year,annual-estival-days
1987,67
1988,61
1989,106
1990,107
1991,92
1992,65
1993,51
1994,78
1995,95
1996,68
1997,99
1998,75
1999,92
2000,84
2001,90
2002,73
2003,111
2004,105
2005,112
2006,106
2007,81
2008,68
2009,111
2010,91
2011,106
2012,105
2013,84
2014,95
2015,87
2016,84
