year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.1,12.0,16.9,7.1
1988,5.6,12.8,16.1,7.6
1989,5.7,12.6,17.4,7.2
1990,6.9,12.4,17.0,7.3
1991,3.9,10.8,17.8,6.1
1992,4.8,13.4,17.8,6.7
1993,4.7,14.1,15.7,5.9
1994,5.8,12.7,17.9,9.1
1995,6.0,12.5,18.4,7.7
1996,3.1,12.4,16.0,6.1
1997,5.0,12.7,18.2,7.8
1998,5.9,13.6,16.9,6.5
1999,5.8,13.7,18.8,7.1
2000,5.8,13.9,17.2,8.6
2001,5.8,13.0,17.2,7.7
2002,6.7,13.5,17.0,8.5
2003,4.7,14.5,18.9,7.1
2004,5.0,12.9,18.1,7.2
2005,4.7,14.0,17.8,7.9
2006,3.2,13.5,19.3,9.4
2007,7.2,15.3,16.4,6.8
2008,6.2,13.9,16.9,6.8
2009,3.6,14.1,18.4,8.1
2010,3.4,13.1,17.6,5.6
2011,5.9,15.2,17.4,9.2
2012,5.1,13.1,17.5,8.0
2013,2.6,11.9,17.9,8.2
2014,6.8,13.4,17.3,9.0
2015,4.8,13.4,17.7,9.9
2016,5.7,12.9,18.5,6.7
