year,annual-hydric-deficit
1987,86
1988,112
1989,-228
1990,-212
1991,-217
1992,-162
1993,-86
1994,-81
1995,-33
1996,-202
1997,-171
1998,-89
1999,44
2000,200
2001,126
2002,-105
2003,-389
2004,-235
2005,-279
2006,-67
2007,-22
2008,-179
2009,-205
2010,-105
2011,-251
2012,105
2013,-114
2014,-32
2015,-286
2016,16
