year,annual-estival-days
1987,21
1988,16
1989,49
1990,40
1991,37
1992,35
1993,25
1994,39
1995,46
1996,27
1997,42
1998,28
1999,41
2000,28
2001,38
2002,22
2003,55
2004,43
2005,41
2006,43
2007,18
2008,26
2009,43
2010,36
2011,35
2012,32
2013,41
2014,22
2015,47
2016,44
