year,F1,F3,M4
,label F1,label F3,label M4
1987,51,129,4
1988,51,125,3
1989,48,119,3
1990,63,137,3
1991,63,140,1
1992,56,137,1
1993,67,132,1
1994,68,139,2
1995,71,126,1
1996,73,133,3
1997,57,133,4
1998,55,131,5
1999,64,130,3
2000,50,134,1
2001,40,139,4
2002,57,128,2
2003,54,134,1
2004,51,123,1
2005,57,132,2
2006,33,119,3
2007,69,151,1
2008,59,138,0
2009,43,140,1
2010,57,142,2
2011,62,130,3
2012,63,130,2
2013,58,134,4
2014,59,127,5
2015,25,135,2
2016,58,127,3
2016
2017,29,129,4
2018,34,127,5
2019,31,124,4
2020,63,125,6
2021,41,131,2
2022,37,122,5
2023,15,132,3
2024,38,115,3
2025,36,126,5
2026,37,123,5
2027,54,121,5
2028,59,130,2
2029,28,116,5
2030,37,135,4
2031,40,127,5
2032,40,131,5
2033,33,120,2
2034,61,132,3
2035,44,122,4
2036,41,116,6
2037,36,123,5
2038,58,132,4
2039,55,125,2
2040,55,125,3
2041,33,118,7
2042,46,136,3
2043,37,132,3
2044,52,135,4
2045,26,127,5
2046,46,119,5

min,,80,0
max,,170,10
steps,,10,11
decimal
