year,annual-precipitations
1987,1134
1988,1295
1989,811
1990,1207
1991,864
1992,1145
1993,642
1994,1410
1995,1122
1996,1206
1997,1169
1998,1189
1999,1405
2000,1206
2001,1100
2002,1132
2003,944
2004,990
2005,978
2006,1184
2007,1177
2008,1251
2009,1064
2010,1015
2011,826
2012,1016
2013,1344
2014,1359
2015,1126
2016,1540
