year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.9,11.6,17.9,8.1
1988,4.5,12.7,16.4,7.7
1989,5.9,12.2,17.6,9.1
1990,6.9,12.4,17.6,6.6
1991,4.7,10.6,18.9,6.3
1992,3.9,12.6,17.6,7.2
1993,4.8,13.5,17.0,6.9
1994,5.4,12.3,18.1,9.1
1995,4.8,12.4,16.9,9.1
1996,4.9,12.7,15.6,7.1
1997,6.8,13.1,18.2,8.6
1998,6.5,12.6,17.2,6.0
1999,4.5,13.1,18.2,6.5
2000,5.1,13.6,17.2,8.5
2001,6.4,12.5,16.5,6.9
2002,6.4,13.0,16.1,8.9
2003,4.3,15.5,19.5,7.6
2004,4.3,12.5,17.5,7.6
2005,3.0,14.0,17.0,7.0
2006,4.0,13.8,18.5,9.6
2007,5.9,14.5,16.1,6.4
2008,5.8,13.3,16.5,6.5
2009,3.9,14.1,18.2,7.8
2010,3.0,12.6,17.5,6.1
2011,5.4,14.5,17.4,9.4
2012,3.5,13.3,17.6,8.3
2013,3.4,11.4,18.5,8.2
2014,6.4,13.7,17.1,9.6
2015,4.6,14.6,18.3,9.6
2016,5.4,12.6,18.8,8.3
