year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,921,602,97,-132,108,10.3,3802,29,17.0,44
1988,886,631,34,-207,178,10.5,3874,31,17.5,56
1989,822,630,-36,-311,70,10.6,3911,26,16.5,48
1990,761,640,-90,-268,31,10.1,3727,32,17.4,54
1991,942,703,-57,-316,64,9.7,3583,28,16.6,62
1992,1007,631,146,-52,118,10.3,3826,49,18.9,75
1993,835,728,-193,-372,103,10.3,3867,30,17.3,60
1994,851,664,-105,-178,18,8.9,3393,14,15.0,90
1995,807,648,-69,-271,86,10.4,3918,36,17.6,75
1996,900,726,-113,-248,105,10.2,3797,32,17.8,64
1997,757,762,-291,-429,19,10.3,3793,49,18.4,86
1998,698,625,-143,-374,149,9.9,3691,50,17.6,61
1999,761,745,-264,-396,51,10.0,3710,42,17.2,71
2000,898,714,-109,-356,58,9.9,3654,25,16.4,64
2001,911,611,85,-182,145,9.8,3615,36,17.3,72
2002,824,634,-32,-180,33,10.6,3903,44,18.1,60
2003,1018,617,177,-126,168,9.9,3648,20,15.9,49
2004,875,666,-31,-185,39,10.4,3852,37,17.2,53
2005,779,652,-96,-277,28,10.9,4006,52,17.7,44
2006,832,662,-57,-272,104,11.4,4201,56,18.9,33
2007,640,673,-253,-359,34,10.2,3763,60,18.8,76
2008,1016,637,161,-120,88,10.1,3729,36,17.7,52
2009,996,588,181,-118,187,9.7,3554,20,15.3,56
2010,739,633,-99,-277,109,9.8,3615,39,16.1,58
2011,841,642,-28,-237,85,10.7,3949,45,17.6,60
2012,964,624,113,-150,157,10.6,3876,31,16.9,49
2013,830,646,-35,-263,95,9.9,3681,39,16.3,64
2014,875,644,20,-321,183,10.4,3879,39,17.5,59
2015,985,671,111,-274,154,10.6,3883,48,18.0,54
2016,938,614,101,-92,93,10.3,3799,37,18.0,53
2016
2017,722,696,-202,-391,125,12.1,4434,71,20.3,34
2018,672,663,-202,-371,57,11.3,4146,59,18.3,42
2019,735,654,-143,-338,95,11.6,4226,49,18.5,35
2020,757,691,-154,-444,219,11.6,4272,62,17.6,40
2021,868,781,-209,-338,77,12.0,4399,83,19.9,49
2022,742,674,-177,-283,31,11.9,4381,60,19.3,47
2023,667,782,-423,-425,2,12.4,4518,64,19.7,30
2024,715,752,-351,-415,-3,12.1,4424,49,18.1,26
2025,679,689,-235,-463,111,12.2,4483,83,20.7,43
2026,768,747,-275,-497,167,11.7,4264,51,18.1,29
2027,602,812,-487,-599,129,12.3,4485,82,20.5,34
2028,843,674,-54,-272,156,12.2,4481,79,20.7,42
2029,618,831,-547,-579,-22,12.8,4668,77,19.4,13
2030,756,780,-298,-430,110,10.5,3875,70,18.5,61
2031,711,675,-199,-421,127,12.4,4551,81,19.1,31
2032,711,714,-228,-383,60,12.0,4421,83,20.6,46
2033,841,670,-61,-297,145,11.7,4261,48,17.3,29
2034,921,703,3,-323,243,11.4,4177,70,18.7,44
2035,810,695,-99,-413,207,11.8,4293,62,19.6,39
2036,688,662,-203,-368,54,11.9,4377,58,18.5,34
2037,861,673,-37,-268,143,12.0,4390,63,18.5,41
2038,706,710,-221,-449,141,11.3,4149,75,19.8,60
2039,750,676,-155,-371,152,11.4,4226,69,19.5,52
2040,726,669,-171,-381,67,11.1,4100,46,18.2,61
2041,616,731,-339,-514,118,12.4,4520,75,20.3,31
2042,559,672,-337,-485,136,11.7,4296,76,20.3,46
2043,649,658,-239,-436,170,11.7,4261,67,20.0,35
2044,736,678,-156,-314,88,11.2,4140,71,19.8,61
2045,603,683,-313,-419,-18,12.2,4454,72,20.2,43
2046,911,680,14,-250,167,11.5,4232,61,20.0,50
