year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,4,0,60,2,1,-88,73,17,78
1988,8,0,-17,5,2,-165,60,19,125
1989,13,0,-33,6,2,-221,53,22,49
1990,14,3,-14,5,1,-195,70,14,62
1991,7,3,-79,2,1,-258,75,16,73
1992,10,2,90,4,2,2,65,31,217
1993,8,0,-77,5,2,-267,73,12,69
1994,9,10,-13,3,0,-109,63,29,143
1995,18,2,-7,4,3,-133,55,19,106
1996,6,2,-21,4,1,-175,66,17,122
1997,18,0,-125,7,5,-365,53,32,90
1998,23,4,-122,8,3,-254,68,22,117
1999,15,0,-122,6,4,-293,61,28,106
2000,8,6,-88,4,0,-275,64,23,100
2001,5,4,55,5,4,-180,80,28,95
2002,13,2,-64,6,2,-213,65,21,198
2003,5,5,53,2,0,-106,73,9,98
2004,18,0,-31,6,2,-152,60,27,200
2005,22,1,-61,7,2,-262,54,9,176
2006,16,0,-40,4,5,-230,65,16,97
2007,26,7,-110,4,5,-279,53,16,64
2008,8,2,-21,2,4,-111,70,20,195
2009,5,7,4,2,0,-98,76,2,121
2010,18,5,-90,4,2,-276,56,18,156
2011,18,2,-18,5,6,-196,64,19,123
2012,7,3,47,2,1,-135,70,10,105
2013,21,10,-80,6,2,-205,56,19,144
2014,13,9,-66,6,3,-319,67,17,95
2015,24,1,-23,6,1,-204,59,19,137
2016,7,0,85,3,4,-118,77,21,139
2016
2017,21,2,-118,5,7,-363,52,3,95
2018,21,2,-135,7,2,-288,51,11,107
2019,11,0,-152,9,4,-326,57,20,170
2020,38,2,-207,8,5,-408,44,6,98
2021,34,1,-127,5,7,-302,54,10,151
2022,19,4,-48,6,3,-247,48,12,102
2023,26,0,-212,6,10,-355,55,6,152
2024,11,0,-155,5,6,-357,49,6,107
2025,24,3,-132,5,4,-386,48,11,59
2026,20,2,-104,7,1,-372,53,3,32
2027,37,2,-172,9,14,-461,45,5,60
2028,17,2,-6,3,8,-149,55,10,90
2029,35,0,-198,9,6,-476,49,5,73
2030,23,2,-30,6,8,-329,60,31,77
2031,27,0,-106,6,3,-277,48,5,61
2032,28,8,-120,7,15,-291,45,11,157
2033,23,0,-113,5,3,-238,46,4,106
2034,32,9,-138,4,5,-255,47,5,186
2035,21,1,-126,9,12,-393,56,14,130
2036,19,0,-104,6,1,-309,56,4,158
2037,22,4,-192,6,3,-274,48,11,168
2038,29,5,-169,6,7,-391,47,14,117
2039,27,0,-155,5,9,-304,51,23,118
2040,21,4,-173,7,8,-413,59,23,152
2041,32,2,-158,8,17,-407,44,10,55
2042,31,4,-133,7,18,-376,60,2,65
2043,13,1,-80,5,4,-325,61,3,27
2044,32,0,-106,7,17,-307,50,20,111
2045,9,2,-93,5,12,-304,52,21,43
2046,17,2,-93,5,15,-263,52,23,160
