year,annual-average-temperature
1987,9.9
1988,10.4
1989,11.2
1990,10.9
1991,10.2
1992,10.3
1993,10.6
1994,11.3
1995,10.8
1996,10.1
1997,11.7
1998,10.6
1999,10.7
2000,11.1
2001,10.6
2002,11.1
2003,11.8
2004,10.5
2005,10.3
2006,11.5
2007,10.8
2008,10.5
2009,11.0
2010,9.8
2011,11.7
2012,10.7
2013,10.4
2014,11.7
2015,11.8
2016,11.3

min,8
max,14
steps,7
decimal
