year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1256,10,-132,4
1988,1466,11,-207,1
1989,1451,11,-311,0
1990,1417,11,-268,1
1991,1160,8,-316,7
1992,1510,13,-52,7
1993,1361,11,-372,2
1994,1164,8,-178,0
1995,1585,9,-271,2
1996,1447,11,-248,2
1997,1539,8,-429,9
1998,1416,9,-374,1
1999,1433,6,-396,3
2000,1223,9,-356,15
2001,1266,9,-182,6
2002,1587,11,-180,0
2003,1192,7,-126,2
2004,1461,10,-185,4
2005,1539,10,-277,6
2006,1599,11,-272,1
2007,1535,11,-359,11
2008,1371,10,-120,2
2009,1077,9,-118,7
2010,1342,8,-277,4
2011,1468,7,-237,8
2012,1343,9,-150,2
2013,1376,7,-264,10
2014,1491,11,-321,1
2015,1602,11,-274,2
2016,1409,10,-92,2
2016
2017,1784,12,-391,7
2018,1635,12,-371,8
2019,1596,11,-338,4
2020,1721,9,-444,1
2021,1778,13,-338,15
2022,1826,12,-283,0
2023,1762,12,-425,1
2024,1635,10,-415,1
2025,1904,14,-463,5
2026,1645,11,-497,0
2027,2052,12,-599,0
2028,1864,15,-272,0
2029,1850,11,-579,0
2030,1571,8,-430,6
2031,1810,11,-421,3
2032,2005,14,-383,0
2033,1594,12,-297,6
2034,1854,12,-323,0
2035,1794,11,-413,1
2036,1603,11,-368,3
2037,1693,11,-268,3
2038,1856,13,-449,0
2039,1762,11,-371,4
2040,1622,12,-381,2
2041,1960,12,-514,1
2042,1717,12,-485,8
2043,1633,14,-436,2
2044,1777,10,-314,7
2045,1761,13,-419,5
2046,1804,13,-250,2

min,1000,6
max,2500,16
steps,7,11
decimal
