year,annual-average-temperature
1987,4.7
1988,6.5
1989,7.7
1990,8.0
1991,6.7
1992,9.2
1993,8.0
1994,8.9
1995,6.6
1996,5.5
1997,6.9
1998,6.5
1999,7.4
2000,8.1
2001,6.9
2002,7.5
2003,7.0
2004,6.7
2005,6.9
2006,7.6
2007,7.7
2008,7.5
2009,6.6
2010,5.3
2011,7.8
2012,6.7
2013,6.8
2014,8.3
2015,8.1
2016,7.6
