year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,36,60,106,62
1988,105,73,127,50
1989,35,29,48,79
1990,42,51,229,73
1991,51,81,82,55
1992,99,49,108,208
1993,99,47,202,202
1994,190,92,201,153
1995,119,175,141,144
1996,61,159,194,141
1997,59,187,193,175
1998,121,204,218,148
1999,136,135,156,125
2000,74,165,190,194
2001,152,127,253,161
2002,115,149,105,242
2003,28,212,365,155
2004,164,184,241,184
2005,121,157,166,125
2006,115,127,229,187
2007,146,167,234,104
2008,94,67,286,133
2009,59,111,164,148
2010,104,107,199,200
2011,69,117,202,90
2012,92,183,264,149
2013,75,202,163,102
2014,112,164,191,141
2015,116,175,142,67
2016,65,80,107,162
