year,annual-hydric-deficit
1987,-253
1988,-208
1989,-404
1990,-202
1991,-269
1992,-150
1993,-27
1994,16
1995,10
1996,56
1997,38
1998,199
1999,11
2000,129
2001,155
2002,29
2003,215
2004,252
2005,32
2006,108
2007,121
2008,-12
2009,-91
2010,52
2011,-116
2012,114
2013,-35
2014,8
2015,-119
2016,-231
