year,F1,F3,M4
,label F1,label F3,label M4
1987,106,166,2
1988,110,160,4
1989,120,162,1
1990,105,163,3
1991,121,165,5
1992,126,170,2
1993,122,166,4
1994,104,165,2
1995,123,171,3
1996,102,160,1
1997,114,160,4
1998,119,167,2
1999,118,166,2
2000,90,163,1
2001,109,165,2
2002,114,164,1
2003,106,163,3
2004,117,166,4
2005,120,163,1
2006,125,170,2
2007,121,173,5
2008,116,169,5
2009,117,166,1
2010,97,162,1
2011,123,169,4
2012,109,170,3
2013,122,171,4
2014,120,162,2
2015,108,163,2
2016,120,176,0
2016
2017,106,160,3
2018,102,155,3
2019,88,159,2
2020,102,164,1
2021,77,152,3
2022,119,167,1
2023,95,158,2
2024,88,152,2
2025,123,160,0
2026,106,153,2
2027,92,154,1
2028,107,160,0
2029,100,165,3
2030,94,150,3
2031,83,160,0
2032,114,164,3
2033,116,163,2
2034,102,151,2
2035,9,158,5
2036,71,148,3
2037,104,162,4
2038,93,157,1
2039,91,156,2
2040,103,160,3
2041,103,158,4
2042,78,150,0
2043,81,150,0
2044,114,163,1
2045,119,165,1
2046,95,164,1
