year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,1,0,-127,2,0,-220,52,50,30
1988,8,0,-201,5,0,-340,36,48,11
1989,11,2,-198,3,0,-306,36,38,31
1990,6,0,-126,5,0,-253,49,46,15
1991,5,0,-213,7,0,-329,45,44,29
1992,1,0,-103,1,0,-152,46,38,25
1993,18,2,-211,7,1,-371,43,49,49
1994,4,1,-184,2,0,-253,44,26,69
1995,3,2,-162,5,0,-215,54,60,67
1996,6,0,-208,3,0,-271,45,40,30
1997,9,0,-242,4,0,-341,41,32,25
1998,17,1,-143,4,0,-265,45,49,21
1999,2,0,-247,4,0,-363,44,46,21
2000,6,1,-155,3,0,-269,52,44,35
2001,2,0,-123,3,0,-197,55,44,36
2002,9,0,-150,6,0,-133,42,41,56
2003,4,0,-112,6,0,-214,36,33,22
2004,0,0,-156,2,0,-274,48,39,20
2005,12,0,-180,2,0,-296,38,39,27
2006,1,2,-153,4,0,-238,45,31,35
2007,3,1,-161,5,0,-244,54,35,35
2008,9,0,-160,6,0,-259,42,42,28
2009,5,0,-108,5,0,-190,50,35,47
2010,8,0,-130,6,0,-221,46,42,46
2011,1,2,-196,4,0,-282,47,32,17
2012,5,2,-134,3,0,-157,55,37,43
2013,10,0,-172,7,0,-297,47,46,12
2014,4,0,-206,6,0,-271,34,48,29
2015,5,0,-122,4,0,-185,44,45,57
2016,3,2,-123,4,0,-157,47,39,57
2016
2017,9,0,-151,5,0,-193,35,30,48
2018,12,0,-210,2,0,-269,34,22,53
2019,9,0,-174,7,0,-277,40,29,23
2020,9,0,-168,2,1,-191,35,43,63
2021,9,0,-214,3,0,-338,47,27,33
2022,13,0,-81,2,0,-154,43,33,50
2023,20,0,-204,4,0,-341,36,27,57
2024,17,0,-200,3,0,-312,34,24,42
2025,16,0,-148,2,0,-250,27,39,51
2026,10,0,-185,3,0,-320,40,24,44
2027,15,0,-234,6,0,-327,30,39,20
2028,4,0,-130,4,0,-199,40,44,54
2029,3,0,-200,6,0,-319,47,37,33
2030,21,0,-271,7,0,-408,31,27,14
2031,11,1,-142,3,0,-170,34,29,80
2032,4,2,-162,3,0,-258,38,44,24
2033,12,0,-193,3,0,-260,37,37,58
2034,7,0,-176,5,0,-277,38,26,39
2035,7,0,-197,4,1,-294,39,30,42
2036,12,0,-196,3,0,-224,38,21,53
2037,4,0,-162,5,0,-308,36,32,29
2038,16,0,-145,1,0,-193,45,30,41
2039,6,0,-137,7,0,-248,42,33,17
2040,12,0,-140,5,0,-238,44,57,28
2041,8,0,-166,7,0,-284,39,28,9
2042,3,2,-117,2,0,-209,51,16,71
2043,10,1,-129,5,0,-190,38,35,50
2044,3,0,-145,4,0,-240,38,32,55
2045,6,0,-157,2,0,-260,36,46,23
2046,14,0,-140,3,0,-226,45,22,44
