year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-6.3,9.0,13.0,2.7
1988,-0.2,10.6,14.8,1.0
1989,3.1,10.5,14.4,2.5
1990,3.8,11.1,14.0,2.9
1991,-0.1,8.3,15.0,3.4
1992,3.3,10.7,16.7,6.0
1993,2.3,10.2,14.3,5.3
1994,1.6,9.6,17.3,6.8
1995,0.4,9.6,15.0,1.2
1996,-3.4,9.6,13.5,2.1
1997,-0.6,9.3,16.7,2.1
1998,1.3,9.6,13.8,1.2
1999,-0.2,10.7,15.6,3.2
2000,1.1,11.4,13.6,6.2
2001,-1.6,10.1,15.5,3.3
2002,1.9,11.3,16.0,0.6
2003,-1.5,10.2,15.7,3.2
2004,-1.2,10.2,14.8,2.9
2005,-1.1,10.1,15.2,3.4
2006,-4.1,10.9,17.1,6.0
2007,1.1,11.9,14.4,3.2
2008,2.2,9.8,14.3,3.7
2009,-0.9,9.6,15.2,2.5
2010,-3.9,9.9,15.5,-0.6
2011,-1.4,11.9,15.5,4.9
2012,0.0,9.6,14.6,2.5
2013,-3.0,10.5,14.5,5.0
2014,2.0,10.5,15.5,4.9
2015,1.8,10.0,14.9,5.6
2016,-0.3,11.1,15.8,3.7
