year,annual-estival-days
1987,7
1988,13
1989,21
1990,17
1991,19
1992,2
1993,0
1994,8
1995,34
1996,19
1997,41
1998,4
1999,20
2000,18
2001,29
2002,47
2003,22
2004,13
2005,20
2006,47
2007,16
2008,10
2009,8
2010,24
2011,18
2012,13
2013,15
2014,28
2015,10
2016,33
