year,A1,A2,A3
,label A1,label A2,label A3
1987,10,3026,75
1988,5,3385,46
1989,7,3443,52
1990,13,2776,107
1991,8,3078,90
1992,11,3387,78
1993,4,3187,41
1994,1,3027,22
1995,9,2932,64
1996,19,2797,157
1997,11,3212,84
1998,13,3327,101
1999,5,3264,61
2000,10,3218,74
2001,13,2965,92
2002,19,3078,119
2003,26,3093,177
2004,30,3063,185
2005,9,3158,88
2006,12,3376,86
2007,9,3262,61
2008,10,3113,74
2009,7,3174,52
2010,21,3403,118
2011,18,2893,116
2012,9,2864,89
2013,8,3249,59
2014,10,3127,83
2015,18,3176,111
2016,15,3197,102
2016
2017,20,2640,132
2018,12,2661,81
2019,22,2666,152
2020,17,3160,120
2021,17,2840,130
2022,26,2812,147
2023,8,2637,88
2024,31,2812,206
2025,20,2724,116
2026,14,2705,98
2027,10,2779,111
2028,35,2628,207
2029,18,2778,154
2030,29,2820,216
2031,16,2823,97
2032,22,2936,182
2033,16,2373,133
2034,6,2957,46
2035,13,2583,89
2036,18,2963,112
2037,16,2529,88
2038,25,2590,172
2039,25,2543,153
2040,24,2850,138
2041,14,2684,109
2042,21,2702,138
2043,36,2821,225
2044,17,2646,139
2045,22,2764,143
2046,37,3072,218

min,,2000
max,,4000
steps,,9
decimal
