year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.0,11.4,16.2,5.4
1988,3.1,12.7,16.2,5.6
1989,4.1,12.4,17.0,5.6
1990,5.4,12.5,16.2,5.4
1991,1.9,10.1,17.6,4.4
1992,2.8,12.7,16.9,4.4
1993,1.8,14.3,15.3,4.1
1994,3.2,12.6,17.8,6.5
1995,2.8,11.9,17.2,4.4
1996,0.7,11.5,15.1,3.7
1997,2.5,11.6,17.2,4.6
1998,4.2,13.2,15.8,3.8
1999,3.3,12.9,18.1,5.1
2000,4.0,14.0,16.0,6.5
2001,2.8,12.3,16.6,5.7
2002,3.9,13.1,16.8,5.2
2003,1.9,14.2,18.2,4.9
2004,2.6,12.1,16.7,4.9
2005,1.6,12.6,16.8,5.8
2006,-0.2,12.6,18.3,7.8
2007,5.2,14.4,15.5,4.3
2008,3.9,13.0,16.3,4.7
2009,0.7,13.3,17.0,5.5
2010,0.2,11.8,16.4,3.2
2011,2.7,13.9,16.6,5.7
2012,2.5,12.5,16.2,5.0
2013,0.0,11.9,16.9,6.1
2014,4.8,13.0,16.7,6.9
2015,2.7,12.3,17.6,7.3
2016,3.1,12.8,18.1,4.7
