year,annual-estival-days
1987,14
1988,21
1989,30
1990,35
1991,30
1992,35
1993,32
1994,41
1995,43
1996,23
1997,37
1998,27
1999,42
2000,30
2001,37
2002,29
2003,66
2004,31
2005,32
2006,43
2007,25
2008,27
2009,31
2010,36
2011,39
2012,31
2013,36
2014,30
2015,43
2016,42

min,16
max,130
steps,9
decimal
