year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,80,145,0
1988,100,156,0
1989,95,156,0
1990,65,136,0
1991,55,143,0
1992,76,145,0
1993,79,144,0
1994,71,139,0
1995,60,140,0
1996,48,130,0
1997,96,144,0
1998,74,143,0
1999,77,144,0
2000,96,145,0
2001,70,138,0
2002,87,135,0
2003,80,138,1
2004,84,135,1
2005,82,149,0
2006,86,150,0
2007,81,135,0
2008,82,137,0
2009,60,136,0
2010,80,147,1
2011,67,143,0
2012,62,126,0
2013,73,138,0
2014,59,137,0
2015,67,138,0
2016,88,150,1
2016
2017,61,148,0
2018,73,133,0
2019,48,141,1
2020,89,151,1
2021,54,145,1
2022,84,142,2
2023,56,131,0
2024,41,137,0
2025,73,130,0
2026,69,135,2
2027,75,141,0
2028,26,135,1
2029,68,134,0
2030,70,134,0
2031,64,137,0
2032,92,142,1
2033,68,124,1
2034,68,148,0
2035,69,130,1
2036,73,138,0
2037,38,125,0
2038,67,132,0
2039,42,135,1
2040,66,138,1
2041,59,131,1
2042,59,128,0
2043,65,138,1
2044,39,130,0
2045,67,137,0
2046,81,148,0

min,,90,0
max,,190,6
steps,,11,7
decimal
