year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,7,36,1,3,4,-141,72,9,117
1988,8,37,-50,2,5,-123,73,25,101
1989,7,34,-65,4,4,-167,64,37,69
1990,10,16,8,2,7,-122,53,24,88
1991,17,12,-95,3,4,-208,64,44,73
1992,16,23,-106,3,7,-198,58,53,91
1993,6,28,-70,4,2,-215,59,31,83
1994,3,31,-49,3,0,-158,71,22,120
1995,4,13,-27,5,4,-74,58,24,108
1996,16,20,-144,3,15,-298,49,26,128
1997,10,46,-100,3,4,-259,60,29,117
1998,11,25,-110,2,6,-166,50,45,131
1999,11,10,-83,3,2,-225,72,46,111
2000,4,36,-141,6,7,-282,55,30,132
2001,11,7,-36,2,6,-74,74,30,98
2002,18,29,-111,4,9,-239,53,38,72
2003,15,19,-47,4,19,-202,50,36,99
2004,23,27,-52,3,22,-167,57,24,161
2005,9,27,-73,3,4,-205,65,25,119
2006,13,27,-62,1,10,-161,61,41,74
2007,5,25,-49,4,8,-149,64,45,104
2008,8,26,-57,4,5,-82,53,31,193
2009,3,17,-78,1,3,-158,65,38,85
2010,9,28,19,4,10,-127,61,54,99
2011,9,14,-48,2,11,-60,53,19,173
2012,5,12,11,1,6,-109,53,34,73
2013,4,23,-14,2,7,-112,72,44,96
2014,12,16,72,3,7,-57,68,33,82
2015,17,32,-51,3,10,-149,66,22,128
2016,9,19,-50,5,12,-204,64,31,104
2016
2017,20,4,-29,3,6,-128,70,5,145
2018,12,14,-93,4,7,-189,49,13,105
2019,17,14,-50,2,8,-193,44,9,90
2020,12,30,-46,4,7,-183,60,22,134
2021,18,11,-58,4,4,-189,65,20,84
2022,7,24,6,5,16,-153,70,23,84
2023,14,10,-49,5,4,-189,50,14,139
2024,23,11,-137,2,22,-295,48,23,67
2025,18,24,-113,4,6,-140,47,19,128
2026,5,22,-110,4,7,-336,72,14,62
2027,11,22,-107,2,4,-175,53,23,110
2028,27,5,-74,5,21,-265,56,31,83
2029,18,12,-123,4,8,-293,43,18,144
2030,32,18,-156,4,15,-356,43,27,79
2031,17,8,37,2,11,-21,54,25,134
2032,15,23,-110,3,16,-236,52,33,119
2033,16,10,-91,6,6,-209,45,15,142
2034,3,26,-11,4,1,-153,65,19,134
2035,11,20,10,7,1,-106,51,13,134
2036,24,30,-105,2,3,-190,59,37,104
2037,14,12,-59,2,5,-122,46,19,98
2038,12,15,-17,3,16,-174,57,15,94
2039,26,14,-9,4,3,-133,52,5,91
2040,21,26,-79,4,6,-170,54,27,106
2041,16,19,-95,6,7,-194,52,24,166
2042,15,10,-125,4,5,-184,40,25,141
2043,17,17,-94,5,15,-236,48,24,116
2044,27,12,-101,4,3,-173,35,21,154
2045,25,18,-84,3,8,-214,48,21,84
2046,35,25,4,2,9,-73,55,36,137

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
