year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,796,545,93,-149,77,9.3,3612,24,18.0,73
1988,743,520,74,-177,168,7.9,3123,15,15.7,103
1989,661,533,-24,-233,146,7.9,3036,15,15.8,118
1990,748,576,4,-168,141,10.2,3777,32,17.5,64
1991,723,610,-94,-292,119,9.0,3390,26,15.8,91
1992,696,558,-15,-253,179,8.0,3095,23,15.6,118
1993,858,631,-32,-311,142,8.2,3107,11,15.0,99
1994,863,648,-22,-234,170,8.6,3293,9,14.7,78
1995,832,550,128,-130,83,9.6,3576,25,17.4,69
1996,846,746,-146,-351,114,10.2,3868,45,17.9,60
1997,781,683,-122,-297,61,8.7,3435,32,17.0,97
1998,689,553,-11,-153,33,8.5,3343,33,16.8,98
1999,704,654,-218,-244,5,8.2,3099,16,15.3,103
2000,714,647,-138,-329,105,8.6,3316,18,16.4,99
2001,884,534,203,-73,97,9.3,3508,27,17.3,65
2002,753,591,10,-294,170,9.1,3494,37,17.0,100
2003,726,581,-11,-207,123,9.6,3589,43,18.3,88
2004,733,584,-23,-179,93,9.5,3619,44,17.8,85
2005,719,567,2,-246,200,9.1,3453,22,17.2,82
2006,710,545,8,-205,107,8.1,3158,20,15.7,109
2007,747,560,35,-188,147,8.4,3245,19,16.7,102
2008,796,565,77,-138,142,9.0,3421,26,16.5,86
2009,766,541,76,-146,145,8.4,3253,18,15.7,83
2010,791,566,68,-175,102,8.4,3297,34,17.8,120
2011,894,575,162,-40,89,9.6,3588,30,16.7,80
2012,882,576,147,-125,164,9.9,3695,27,17.3,75
2013,769,519,90,-93,128,8.5,3246,15,16.7,96
2014,824,557,112,-96,99,8.9,3381,26,17.0,81
2015,934,547,243,-146,285,8.8,3408,32,16.6,79
2016,802,568,85,-209,61,8.8,3368,27,16.9,94
2016
2017,784,530,78,-110,88,10.3,3756,31,17.0,47
2018,758,563,28,-239,165,10.3,3785,20,16.7,63
2019,672,586,-68,-243,157,10.6,3892,42,17.5,61
2020,869,526,189,-128,118,8.8,3329,33,16.9,85
2021,890,645,23,-233,127,9.5,3474,34,16.1,64
2022,731,540,16,-178,128,9.9,3702,38,17.8,78
2023,820,686,-137,-269,104,10.5,3861,29,16.8,56
2024,725,690,-180,-373,58,10.2,3828,42,18.3,61
2025,778,571,44,-177,150,10.2,3819,39,17.0,72
2026,639,663,-286,-430,117,10.0,3709,29,17.8,72
2027,841,676,-70,-281,89,10.3,3848,29,18.0,82
2028,768,578,23,-264,150,10.7,3972,52,18.5,56
2029,849,763,-192,-383,131,10.4,3855,48,17.7,56
2030,608,709,-323,-450,116,10.5,3890,53,18.0,89
2031,949,541,248,-42,237,9.8,3602,23,16.3,71
2032,817,593,71,-282,253,9.9,3690,46,18.6,97
2033,762,599,-19,-256,109,11.3,4150,40,17.3,58
2034,807,529,103,-172,233,9.0,3328,13,15.7,83
2035,954,572,216,-129,207,10.4,3876,29,16.8,55
2036,748,568,13,-207,118,9.4,3577,31,16.3,96
2037,819,583,71,-199,171,10.5,3904,27,16.4,53
2038,848,599,92,-200,223,10.8,4058,42,18.4,60
2039,948,558,229,-105,200,10.7,3941,38,16.3,41
2040,919,585,173,-188,197,9.8,3650,36,16.5,81
2041,723,564,-3,-201,37,10.3,3814,27,17.3,64
2042,685,590,-56,-242,118,10.6,3946,39,17.9,62
2043,836,614,58,-255,217,10.5,3924,53,18.9,74
2044,808,588,65,-210,112,10.5,3841,40,16.1,58
2045,692,592,-60,-295,174,10.2,3751,45,16.6,69
2046,836,563,118,-132,121,9.6,3607,58,17.4,86

min,200,400,,,,6,2500,,12,30
max,1100,1000,,,,14,5000,,24,150
steps,10,11,,,,9,11,,5,9
decimal

