year,annual-hydric-deficit
1987,229
1988,29
1989,-102
1990,-332
1991,-11
1992,-40
1993,5
1994,190
1995,-70
1996,-95
1997,-166
1998,222
1999,132
2000,78
2001,142
2002,221
2003,-275
2004,87
2005,250
2006,265
2007,632
2008,147
2009,45
2010,-19
2011,-214
2012,-5
2013,76
2014,41
2015,-189
2016,-66
