year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,13,23,-113,3,21,-259,64,10,62
1988,8,11,-132,3,11,-288,58,45,56
1989,23,29,-63,2,7,-191,57,13,108
1990,18,14,-86,3,10,-255,53,20,89
1991,25,28,-83,2,11,-266,57,26,84
1992,6,17,31,6,3,-134,70,28,87
1993,9,41,-171,3,11,-296,65,21,60
1994,1,12,-121,1,2,-203,61,41,102
1995,24,32,-45,4,10,-195,45,14,72
1996,8,17,-132,4,13,-334,57,27,58
1997,10,29,-54,0,8,-200,62,39,50
1998,11,21,-132,7,14,-222,56,24,128
1999,15,27,-152,4,6,-309,54,17,137
2000,7,17,-198,6,4,-386,52,26,67
2001,21,28,-79,1,14,-159,59,36,103
2002,12,28,-119,4,5,-223,40,23,80
2003,4,29,-38,3,18,-173,59,26,84
2004,10,15,-118,4,11,-257,52,32,69
2005,7,16,-40,4,3,-158,48,36,56
2006,4,24,-48,1,11,-179,69,22,48
2007,12,21,-57,2,5,-191,62,6,107
2008,4,15,-50,2,8,-187,55,24,91
2009,9,20,-153,4,1,-279,35,30,83
2010,4,30,-86,5,7,-210,61,20,94
2011,15,22,-125,4,9,-222,49,37,94
2012,15,11,-25,4,4,-136,71,21,140
2013,12,12,-118,1,8,-272,56,39,65
2014,5,23,-59,3,3,-168,61,26,76
2015,12,12,-90,2,11,-172,56,32,126
2016,23,22,-123,4,9,-249,44,28,101
2016
2017,24,15,-101,2,19,-253,47,29,47
2018,21,33,-89,2,14,-228,59,15,118
2019,11,18,-68,5,6,-254,62,21,88
2020,24,13,-140,5,4,-253,56,12,108
2021,8,8,-98,1,13,-251,55,16,75
2022,22,13,-85,2,11,-154,52,12,147
2023,15,5,-102,5,5,-267,58,18,101
2024,16,27,-83,1,17,-215,52,23,147
2025,18,12,-50,1,28,-175,50,22,91
2026,17,19,-40,2,3,-179,49,15,42
2027,11,11,-164,3,7,-313,58,9,94
2028,20,15,-61,2,10,-158,45,9,76
2029,18,13,-117,5,8,-334,62,8,68
2030,19,8,-164,1,8,-266,52,15,98
2031,14,17,-80,3,10,-213,53,17,113
2032,8,13,-44,2,9,-133,67,21,103
2033,26,18,-57,2,18,-229,56,25,112
2034,14,30,-100,1,12,-218,55,23,91
2035,3,24,-88,3,2,-144,65,26,114
2036,28,9,-51,0,18,-167,52,21,116
2037,15,5,-33,2,5,-149,66,32,64
2038,17,8,-43,2,27,-178,51,11,102
2039,8,27,-56,5,9,-190,59,18,160
2040,16,16,-144,5,15,-267,60,34,172
2041,19,21,-48,3,8,-196,64,9,89
2042,9,30,-83,4,16,-178,55,24,96
2043,13,14,-33,4,7,-117,62,20,136
2044,22,23,-89,2,3,-172,44,17,98
2045,9,16,-64,3,24,-231,71,16,64
2046,20,13,-116,3,5,-250,35,6,73

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
