year,annual-hydric-deficit
1987,229
1988,29
1989,-102
1990,-288
1991,-11
1992,147
1993,5
1994,190
1995,9
1996,-17
1997,-118
1998,222
1999,132
2000,78
2001,132
2002,219
2003,-267
2004,77
2005,107
2006,6
2007,262
2008,-81
2009,43
2010,-30
2011,-170
2012,-67
2013,-106
2014,-90
2015,-249
2016,-242
