year,A1,A2,A3
,label A1,label A2,label A3
1987,28,2645,163
1988,13,2886,109
1989,19,3036,136
1990,13,2754,104
1991,16,3016,160
1992,8,3233,65
1993,24,3188,197
1994,3,2922,33
1995,24,2796,146
1996,14,2816,124
1997,11,3232,101
1998,20,3111,147
1999,8,2919,83
2000,1,2857,44
2001,25,3266,147
2002,7,2891,60
2003,24,3008,164
2004,16,3137,125
2005,6,2955,51
2006,15,2990,98
2007,8,2732,78
2008,11,2919,89
2009,3,2756,50
2010,8,3082,75
2011,11,3059,78
2012,10,2961,73
2013,13,2992,97
2014,9,2953,57
2015,12,2830,100
2016,17,3092,128
2016
2017,36,2864,215
2018,29,2823,174
2019,12,2800,74
2020,26,2656,207
2021,16,2520,135
2022,23,2521,158
2023,9,2685,96
2024,24,2949,175
2025,36,2492,230
2026,14,2809,116
2027,10,2507,95
2028,21,2550,130
2029,11,2635,139
2030,13,2478,131
2031,15,2659,119
2032,12,2748,80
2033,51,2966,285
2034,17,2964,145
2035,6,3038,64
2036,47,2742,264
2037,19,2673,139
2038,36,2528,229
2039,22,2681,138
2040,31,2952,193
2041,17,2745,119
2042,26,3031,171
2043,11,2954,92
2044,19,2775,133
2045,34,2752,207
2046,18,2404,145

min,,2000
max,,4000
steps,,9
decimal
