year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,28,117,3
1988,32,114,2
1989,35,118,3
1990,24,110,4
1991,39,115,3
1992,33,103,4
1993,27,106,4
1994,36,100,2
1995,24,118,4
1996,28,104,2
1997,33,110,3
1998,35,103,3
1999,24,102,3
2000,31,106,3
2001,28,109,3
2002,21,109,4
2003,28,103,3
2004,32,106,2
2005,26,108,3
2006,27,114,2
2007,26,99,4
2008,19,108,4
2009,29,108,4
2010,24,108,3
2011,32,108,2
2012,33,99,3
2013,31,119,3
2014,44,118,3
2015,17,104,3
2016,28,108,3
2016,0,0
2017,28,109,4
2018,18,9,3
2019,26,103,4
2020,17,100,3
2021,20,104,3
2022,34,101,3
2023,24,106,3
2024,23,109,3
2025,31,100,3
2026,24,105,3
2027,22,104,4
2028,24,104,3
2029,31,97,2
2030,25,100,3
2031,30,100,2
2032,29,96,3
2033,23,100,3
2034,32,102,3
2035,19,9,3
2036,25,101,4
2037,30,97,2
2038,30,109,3
2039,26,95,4
2040,21,9,3
2041,19,105,3
2042,24,97,3
2043,19,99,4
2044,22,100,3
2045,18,107,3
2046,19,110,3
