year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1883,13,-615,1
1988,1910,13,-426,0
1989,1823,11,-540,0
1990,1801,12,-467,0
1991,1896,12,-575,0
1992,2020,13,-552,0
1993,1938,14,-571,0
1994,1892,11,-491,0
1995,1811,12,-388,0
1996,2034,13,-675,0
1997,1927,12,-724,0
1998,1980,12,-536,0
1999,1863,11,-477,0
2000,1956,13,-506,0
2001,1901,13,-510,0
2002,1915,13,-489,0
2003,1839,12,-652,0
2004,1962,14,-705,0
2005,1712,12,-409,0
2006,2001,14,-466,0
2007,1901,12,-544,0
2008,1931,11,-685,0
2009,1834,13,-508,0
2010,1955,13,-660,0
2011,1959,13,-341,0
2012,1983,14,-478,0
2013,1903,14,-432,0
2014,1850,12,-429,1
2015,2028,14,-563,1
2016,1831,13,-326,0
2016
2017,2206,13,-710,0
2018,2320,14,-720,0
2019,2232,16,-662,0
2020,2285,14,-717,0
2021,2178,14,-709,0
2022,2311,15,-621,0
2023,2224,15,-813,0
2024,2141,14,-736,2
2025,2515,15,-803,0
2026,2416,15,-856,1
2027,2527,16,-907,0
2028,2354,13,-724,0
2029,2298,14,-743,0
2030,2088,16,-620,0
2031,2351,16,-572,0
2032,2221,15,-626,0
2033,1928,14,-490,0
2034,2230,13,-668,0
2035,2383,17,-800,0
2036,2518,16,-794,0
2037,2518,15,-576,0
2038,2286,16,-746,0
2039,2064,11,-652,0
2040,2290,16,-591,0
2041,2146,14,-609,0
2042,2355,16,-711,1
2043,2276,14,-597,0
2044,2349,15,-741,0
2045,2349,14,-736,0
2046,2291,15,-587,0

min,1500,6
max,3000,20
steps,11,8
decimals
