year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,8.0,15.8,22.3,10.1
1988,8.7,13.9,20.3,10.2
1989,7.8,15.5,21.8,12.2
1990,8.9,15.5,22.5,9.0
1991,7.0,15.4,22.1,9.5
1992,7.4,14.6,20.0,10.3
1993,8.1,14.2,19.0,9.4
1994,9.1,14.4,18.5,12.4
1995,8.9,16.7,20.4,11.7
1996,8.5,15.4,19.2,10.9
1997,10.6,15.3,20.3,12.2
1998,10.6,14.5,21.6,11.0
1999,8.8,15.7,20.7,10.5
2000,8.4,15.8,20.8,10.5
2001,9.1,15.8,20.4,9.4
2002,9.5,15.1,20.1,11.4
2003,8.6,16.5,21.9,10.4
2004,8.6,16.3,20.6,9.5
2005,7.3,16.7,21.9,10.5
2006,8.0,17.6,22.3,11.9
2007,9.1,15.8,20.8,10.9
2008,9.5,15.4,19.7,10.1
2009,9.4,15.8,21.4,11.6
2010,7.7,16.3,23.0,10.0
2011,9.0,18.1,21.1,12.2
2012,9.2,15.0,21.0,10.9
2013,8.4,14.7,23.2,10.6
2014,9.2,16.1,20.8,11.8
2015,8.4,17.8,21.4,12.1
2016,8.9,15.3,23.5,11.3
