year,annual-hydric-deficit
1987,156
1988,120
1989,203
1990,-266
1991,-148
1992,-529
1993,-247
1994,-395
1995,-108
1996,-2
1997,-109
1998,-572
1999,48
2000,-176
2001,304
2002,283
2003,98
2004,-265
2005,-432
2006,109
2007,-445
2008,-147
2009,76
2010,219
2011,-310
2012,-418
2013,-65
2014,80
2015,-515
2016,157
