year,annual-estival-days
1987,77
1988,65
1989,87
1990,53
1991,100
1992,85
1993,48
1994,93
1995,70
1996,73
1997,76
1998,73
1999,79
2000,89
2001,70
2002,60
2003,91
2004,84
2005,86
2006,85
2007,54
2008,62
2009,85
2010,80
2011,99
2012,84
2013,67
2014,77
2015,79
2016,84

min,20
max,180
steps,9
decmals
